user_id,service_id,direct_trust,indirect_trust,final_trust,trust_decision
0,0,0.646834264203931,0.887788773048402,0.7432160677417194,Trusted
0,1,0.9844839786087004,0.983262188819794,0.9839952626931379,Trusted
0,2,0.983538454535018,0.9814180822633306,0.982690305626343,Trusted
0,3,0.984934152745983,0.9835636927604794,0.9843859687517815,Trusted
0,4,0.9845669241630308,0.9839463874079196,0.9843187094609863,Trusted
0,5,0.7175649327408533,0.9498309815586136,0.8104713522679574,Trusted
0,6,0.6789555831837023,0.9334837399538652,0.7807668458917676,Trusted
0,7,0.9525988334387916,0.948062719951016,0.9507843880436814,Trusted
0,8,0.9726532556595028,0.9724671305591008,0.9725788056193421,Trusted
0,9,0.6649822434563963,0.9284712606140688,0.7703778503194654,Trusted
0,10,0.7172332290217407,0.9432560811731628,0.8076423698823095,Trusted
0,11,0.6630514892382168,0.9349267446431484,0.7718015914001894,Trusted
0,12,0.5435100817418851,0.8239991597331275,0.6557057129383821,Trusted
0,13,0.6854100563394955,0.9062777749405196,0.7737571437799051,Trusted
0,14,0.6891288748162759,0.9187928130068216,0.7809944500924942,Trusted
0,15,0.6535282424811936,0.9297135684272532,0.7640023728596175,Trusted
0,16,0.6926905785753912,0.9097928880603696,0.7795315023693825,Trusted
0,17,0.700383556377663,0.9113184995757568,0.7847575336569006,Trusted
0,18,0.7074113218561608,0.9390898304604685,0.8000827252978839,Trusted
0,19,0.985082120258624,0.985361883693652,0.9851940256326351,Trusted
